"sound.files","selec","start","end","score","class","event","audio","video","video_folder","org.sound.files","ovlp.sels","class_fixed"
"ch1MPI2020-01-17_09-36-16_0000030.wav",1,37.93146,37.98246,0.688559,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",1,"call"
"ch4MPI2020-01-17_09-36-16_0000030.wav",15,93.88298,93.93398,0.5836991,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",2,"call"
"ch3MPI2020-01-17_09-36-16_0000030.wav",43,102.8197,102.8707,0.7824305,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",3,"call"
"ch3MPI2020-01-17_09-36-16_0000030.wav",44,114.849,114.9,0.4677928,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",4,"call"
"ch3MPI2020-01-17_09-36-16_0000030.wav",45,115.8757,115.9267,0.7424796,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",5,"call"
"ch3MPI2020-01-17_09-36-16_0000030.wav",46,120.1497,120.2007,0.5695345,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch3MPI2020-01-17_09-36-16_0000030.wav",6,"call"
"ch1MPI2020-01-17_09-36-16_0000030.wav",7,123.2471,123.2981,0.5368894,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",7,"call"
"ch4MPI2020-01-17_09-36-16_0000030.wav",21,123.6397,123.6907,0.6555496,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",8,"call"
"ch4MPI2020-01-17_09-36-16_0000030.wav",22,126.4404,126.4914,0.6929964,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch4MPI2020-01-17_09-36-16_0000030.wav",9,"call"
"ch1MPI2020-01-17_09-36-16_0000030.wav",10,127.6491,127.7001,0.6935002,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",10,"call"
"ch1MPI2020-01-17_09-36-16_0000030.wav",11,128.0291,128.0801,0.5584177,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",11,"call"
"ch1MPI2020-01-17_09-36-16_0000030.wav",12,129.3204,129.3714,0.7102627,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",12,"call"
"ch1MPI2020-01-17_09-36-16_0000030.wav",13,129.6138,129.6648,0.6964291,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch1MPI2020-01-17_09-36-16_0000030.wav",13,"call"
"ch2MPI2020-01-17_09-36-16_0000030.wav",27,22.41207,22.46307,0.3966121,"call","MPI2020-01-17_09-36-16_0000030.wav",30,36,"T36_G1_2020","ch2MPI2020-01-17_09-36-16_0000030.wav",NA,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",1,14.80473,14.85573,0.6990615,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",1,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",2,15.5774,15.6284,0.6494465,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",2,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",391,16.15674,16.20774,0.6621413,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",3,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",4,17.16408,17.21508,0.8378354,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",4,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",5,18.61942,18.67042,0.7713811,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",5,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",6,20.41409,20.46509,0.8104531,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",6,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",7,20.82609,20.87709,0.5840701,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",7,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",8,23.74477,23.79577,0.8357799,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",8,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",138,24.92211,24.97311,0.8675559,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",9,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",10,25.14344,25.19444,0.7147389,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",10,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",399,25.58545,25.63645,0.740881,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",11,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",141,26.39212,26.44312,0.5284411,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",12,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",400,29.43413,29.48513,0.524625,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",13,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",15,30.46813,30.51913,0.6600947,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",14,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",16,31.89081,31.94181,0.6107987,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",15,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",17,33.32948,33.38048,0.7137381,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",16,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",18,33.78482,33.83582,0.6736444,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",17,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",277,34.30482,34.35582,0.7037834,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",18,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",20,36.92683,36.97783,0.6604302,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",19,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",279,38.85284,38.90384,0.673596,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",20,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",22,39.23951,39.29051,0.7258626,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",21,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",23,40.79951,40.85051,0.7352587,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",22,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",410,41.44952,41.50052,0.6588189,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",23,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",411,41.64485,41.69585,0.7619355,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",24,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",26,41.70418,41.75518,0.8521568,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",25,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",413,43.45886,43.50986,0.8465481,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",26,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",414,45.0802,45.1312,0.6256167,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",27,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",415,45.88087,45.93187,0.6823746,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",28,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",416,46.92154,46.97254,0.5436486,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",29,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",159,47.47221,47.52321,0.7361316,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",30,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",418,48.60421,48.65521,0.7843092,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",31,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",33,50.77556,50.82656,0.7772078,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",32,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",34,51.04956,51.10056,0.8257199,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",33,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",163,51.55156,51.60256,0.7869066,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",34,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",36,52.6569,52.7079,0.7939521,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",35,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",294,53.99957,54.05057,0.7037403,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",36,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",425,55.13691,55.18791,0.6259215,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",37,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",40,56.09291,56.14391,0.7590695,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",38,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",41,56.60358,56.65458,0.7567514,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",39,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",428,57.39359,57.44459,0.6608131,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",40,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",43,59.01493,59.06593,0.6998439,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",41,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",171,59.61826,59.66926,0.8409337,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",42,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",432,60.24693,60.29793,0.6729007,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",43,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",46,61.86361,61.91461,0.7847577,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",44,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",175,62.82294,62.87394,0.6652485,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",45,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",436,62.97761,63.02861,0.7110475,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",46,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",437,63.95628,64.00728,0.6535135,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",47,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",438,64.01295,64.06395,0.5879649,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",48,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",52,65.14295,65.19395,0.7005615,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",49,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",180,65.22629,65.27729,0.6445527,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",50,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",54,66.60029,66.65129,0.7393065,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",51,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",55,69.0163,69.0673,0.7088072,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",52,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",56,69.33297,69.38397,0.7651345,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",53,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",57,70.85765,70.90865,0.8451525,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",54,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",445,71.13365,71.18465,0.6266177,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",55,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",186,72.21698,72.26798,0.727283,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",56,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",317,72.85965,72.91065,0.637899,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",57,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",188,73.17166,73.22266,0.7988118,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",58,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",449,74.22166,74.27266,0.6062457,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",59,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",190,74.57966,74.63066,0.6899602,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",60,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",451,74.93366,74.98466,0.774946,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",61,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",452,75.04966,75.10066,0.6400272,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",62,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",66,75.92767,75.97867,0.7764692,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",63,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",324,77.77234,77.82334,0.7498911,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",64,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",455,78.07701,78.12801,0.7789082,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",65,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",69,79.55568,79.60668,0.8827112,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",66,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",70,79.92835,79.97935,0.6407827,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",67,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",458,80.36369,80.41469,0.8230948,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",68,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",459,81.33836,81.38936,0.7409744,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",69,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",460,82.61636,82.66736,0.652544,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",70,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",74,82.8097,82.8607,0.6968903,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",71,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",75,83.59103,83.64203,0.776414,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",72,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",76,84.73037,84.78137,0.8230096,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",73,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",77,84.86504,84.91604,0.7722011,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",74,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",78,84.91504,84.96604,0.779149,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",75,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",79,86.77772,86.82872,0.8953717,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",76,"call"
"ch2MPI2020-01-18_10-28-46_0000038.wav",207,88.43439,88.48539,0.7282565,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch2MPI2020-01-18_10-28-46_0000038.wav",77,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",468,88.80772,88.85872,0.6933463,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",78,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",82,89.03839,89.08939,0.8282667,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",79,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",470,89.36173,89.41273,0.5619596,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",80,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",471,89.67039,89.72139,0.7683792,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",81,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",342,90.62573,90.67673,0.7827407,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",82,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",473,90.95173,91.00273,0.7591848,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",83,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",87,91.21573,91.26673,0.7774505,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",84,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",88,92.90841,92.95941,0.7880888,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",85,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",476,92.96308,93.01408,0.7602968,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",86,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",348,94.03308,94.08408,0.7544768,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",87,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",91,95.56842,95.61942,0.7050296,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",88,"call"
"ch4MPI2020-01-18_10-28-46_0000038.wav",479,95.62442,95.67542,0.8170544,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch4MPI2020-01-18_10-28-46_0000038.wav",89,"call"
"ch1MPI2020-01-18_10-28-46_0000038.wav",93,99.53377,99.58477,0.7330565,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch1MPI2020-01-18_10-28-46_0000038.wav",90,"call"
"ch3MPI2020-01-18_10-28-46_0000038.wav",352,103.3505,103.4015,0.7415572,"call","MPI2020-01-18_10-28-46_0000038.wav",38,43,"T43_G3_2020","ch3MPI2020-01-18_10-28-46_0000038.wav",91,"call"
